"","Any","zona","dat","via","pk","nomMun","nomCom","nomDem","F_MORTS","F_FERITS_GREUS","F_FERITS_LLEUS","F_VICTIMES","F_UNITATS_IMPLICADES","F_VIANANTS_IMPLICADES","F_BICICLETES_IMPLICADES","F_CICLOMOTORS_IMPLICADES","F_MOTOCICLETES_IMPLICADES","F_VEH_LLEUGERS_IMPLICADES","F_VEH_PESANTS_IMPLICADES","F_ALTRES_UNIT_IMPLICADES","F_UNIT_DESC_IMPLICADES","C_VELOCITAT_VIA","D_ACC_AMB_FUGA","D_BOIRA","D_CARACT_ENTORN","D_CARRIL_ESPECIAL","D_CIRCULACIO_MESURES_ESP","D_CLIMATOLOGIA","D_FUNC_ESP_VIA","D_GRAVETAT","D_INFLUIT_BOIRA","D_INFLUIT_CARACT_ENTORN","D_INFLUIT_CIRCULACIO","D_INFLUIT_ESTAT_CLIMA","D_INFLUIT_INTEN_VENT","D_INFLUIT_LLUMINOSITAT","D_INFLUIT_MESU_ESP","D_INFLUIT_OBJ_CALCADA","D_INFLUIT_SOLCS_RASES","D_INFLUIT_VISIBILITAT","D_INTER_SECCIO","D_LIMIT_VELOCITAT","D_LLUMINOSITAT","D_REGULACIO_PRIORITAT","D_SENTITS_VIA","D_SUBTIPUS_ACCIDENT","D_SUBTIPUS_TRAM","D_SUBZONA","D_SUPERFICIE","D_TIPUS_VIA","D_TITULARITAT_VIA","D_TRACAT_ALTIMETRIC","D_VENT","grupDiaLab","hor","grupHor","tipAcc","tipDia"
"20340",2021,"Carretera","21/10/2021","C-32",49,"GAVA","Baix Llobregat","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","Si","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Xoc contra objecte/obstacle sense sortida prèvia de via",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",14.53,"Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
"20341",2021,"Zona urbana","04/06/2021","SE",999999,"PRAT DE LLOBREGAT, E","Baix Llobregat","Barcelona",0,1,1,2,2,1,0,1,0,0,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","Alba o capvespre","Senyal Stop o cedeix pas","Doble sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",21.53,"Tarda","Atropellament","div"
"20342",2021,"Zona urbana","06/11/2021","SE",999999,"CABRERA DE MAR","Maresme","Barcelona",0,1,0,1,1,1,0,0,0,0,0,0,0,100,"Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De nit, sense llum artificial","Senyal Stop o cedeix pas","Doble sentit","Atropellament","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",2.29,"Nit","Atropellament","dis"
"20343",2021,"Carretera","06/12/2021","C-58",32.5,"VACARISSES","Valles Occidental","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,80,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar",NA,"Un sol sentit","Encalç",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners",15.14,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20344",2021,"Zona urbana","26/03/2021","SE",999999,"TERRASSA","Valles Occidental","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Si","No","No","No","Si","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",13,"Matí","Atropellament","div"
"20345",2021,"Carretera","26/06/2021","L-511",14,"ABELLA DE LA CONCA","Pallars Jussa","Lleida",0,1,0,1,2,0,0,0,2,0,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Caiguda en la via",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",17.01,"Tarda","Bolcada a la calcada","dis"
"20346",2021,"Zona urbana","26/07/2021","SE",999999,"SANTA COLOMA DE GRAMANET","Barcelones","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas",NA,"Sortida de via amb xoc o col·lisió","Intersecció en T o Y","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",21.1,"Tarda","Sortida de la calcada sense especificar","dill-dij"
"20347",2021,"Zona urbana","16/10/2021","SE",999999,"SITGES","Garraf","Barcelona",0,1,0,1,3,0,0,0,2,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Altres",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",1.4,"Nit","Altres","dis"
"20348",2021,"Zona urbana","28/06/2021","SE",999999,"BELANYA","Osona","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Atropellament","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",10.12,"Matí","Atropellament","dill-dij"
"20349",2021,"Zona urbana","31/05/2021","N-II",645.4,"MATARO","Maresme","Barcelona",0,1,0,1,2,0,0,0,0,1,0,1,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas",NA,"Envestida (frontal lateral)","Giratòria","Travessera","Sec i net","Carretera convencional",NA,"Sense especificar","Calma, vent molt suau","Feiners",6.04,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20350",2021,"Carretera","18/05/2021","T-331",17.5,"SANTA BARBARA","Montsia","Tarragona",1,1,0,2,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",16.25,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20351",2021,"Zona urbana","17/07/2021","SE",999999,"MATARO","Maresme","Barcelona",0,1,0,1,2,1,0,0,0,0,0,1,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","CapDeSetmana",11.07,"Matí","Atropellament","dis"
"20352",2021,"Carretera","23/10/2021","CR",0,"ALCANAR","Montsia","Tarragona",0,1,1,2,1,0,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","CapDeSetmana",4.02,"Nit","Sortida de la calcada sense especificar","dis"
"20353",2021,"Carretera","26/08/2021","B-30",4.8,"SANT CUGAT DEL VALLES","Valles Occidental","Barcelona",0,1,0,1,3,0,0,0,1,2,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","Si","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Encalç","Enllaç d'entrada o eixida","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners",15.47,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20354",2021,"Zona urbana","12/09/2021","SE",999999,"CASTELLGALI","Bages","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient",NA,"Doble sentit","Resta sortides de via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",22.5,"Nit","Sortida de la calcada sense especificar","dg"
"20355",2021,"Zona urbana","27/12/2021","SE",999999,"TARRAGONA","Tarragones","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",16.45,"Tarda","Atropellament","dill-dij"
"20356",2021,"Carretera","26/02/2021","GIV-4082",5.6,"ALP","Cerdanya","Girona",0,3,2,5,1,0,0,0,0,1,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",22.35,"Nit","Sortida de la calcada sense especificar","div"
"20357",2021,"Zona urbana","19/04/2021","SE",999999,"SANT ADRIA DE BESOS","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,40,"Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",22.53,"Nit","Col.lisió de vehicles en marxa","dill-dij"
"20358",2021,"Carretera","21/08/2021","C-62",4.6,"ORISTA","Osona","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,999,"No","No n'hi ha","Sense Especificar",NA,"No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas",NA,"Resta sortides de via","Encreuament o intersecció en X o +","Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",16.45,"Tarda","Sortida de la calcada sense especificar","dis"
"20359",2021,"Carretera","24/10/2021","B-112",2.3,"COLLBATO","Baix Llobregat","Barcelona",1,0,0,1,2,0,0,0,1,1,0,0,0,50,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar",NA,"Doble sentit","Fregament o col·lisió lateral",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",14.38,"Tarda","Col.lisió de vehicles en marxa","dg"
"20360",2021,"Zona urbana","14/06/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,2,0,2,1,0,0,0,0,1,0,0,0,100,"No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient",NA,"Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",23.15,"Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
"20361",2021,"Zona urbana","24/03/2021","SE",999999,"TARRAGONA","Tarragones","Tarragona",0,1,0,1,2,0,0,0,0,1,0,1,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",21.09,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20362",2021,"Carretera","07/06/2021","B-10",5.5,"BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,80,"No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial insuficient",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional",NA,NA,"Calma, vent molt suau","Feiners",0.2,"Nit","Col.lisió de vehicles en marxa","dill-dij"
"20363",2021,"Zona urbana","20/12/2021","SE",999999,"HOSPITALET DE LLOBREGAT","Barcelones","Barcelona",0,1,0,1,1,0,0,1,0,0,0,0,0,NA,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De nit, il·luminació artificial suficient",NA,"Un sol sentit","Sortida de via amb xoc o col·lisió",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",1.46,"Nit","Sortida de la calcada sense especificar","dill-dij"
"20364",2021,"Zona urbana","11/12/2021","SE",999999,"LLEIDA","Segria","Lleida",0,1,0,1,2,1,0,0,0,1,0,0,0,20,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","Alba o capvespre",NA,"Doble sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","CapDeSetmana",17.15,"Tarda","Atropellament","dis"
"20365",2021,"Carretera","31/12/2021","AP-2",157.5,"CASTELLDANS","Garrigues","Lleida",0,3,8,11,19,0,0,0,0,3,16,0,0,100,"No","Si","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Si","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial",NA,"Un sol sentit","Encalç",NA,"Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners",4.48,"Nit","Col.lisió de vehicles en marxa","div"
"20366",2021,"Carretera","04/10/2021","C-58",37.4,"CASTELLBELL I EL VIL","Bages","Barcelona",0,2,2,4,5,0,0,0,1,4,0,0,0,100,"No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",16.41,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20367",2021,"Carretera","21/09/2021","GI-623",7.6,"SAUS","Alt Emporda","Girona",1,0,0,1,1,0,0,0,0,1,0,0,0,90,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",8.3,"Matí","Sortida de la calcada sense especificar","dill-dij"
"20368",2021,"Carretera","11/11/2021","C-16",103.2,"CERCS","Bergueda","Barcelona",1,0,1,2,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners",20.38,"Tarda","Sortida de la calcada sense especificar","dill-dij"
"20369",2021,"Carretera","24/06/2021","N-420",868.4,"RIUDOMS","Baix Camp","Tarragona",0,1,2,3,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Doble sentit","Col·lisió frontal","Encreuament o intersecció en X o +","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners",12.54,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20370",2021,"Carretera","05/11/2021","TP-2402",1.5,"BISBAL DEL PENEDES, LA","Baix Penedes","Tarragona",0,1,0,1,1,0,0,0,1,0,0,0,0,60,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Caiguda en la via","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",23.36,"Nit","Bolcada a la calcada","div"
"20371",2021,"Zona urbana","05/11/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,0,0,0,2,0,10,"No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial insuficient",NA,"Doble sentit","Caiguda en la via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",6.45,"Matí","Bolcada a la calcada","div"
"20372",2021,"Carretera","31/03/2021","C-13",19,"VILANOVA DE LA BARCA","Segria","Lleida",0,1,1,2,2,0,0,0,0,2,0,0,0,80,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Carretera","Sec i net","Carretera convencional","Altres","Pla","Calma, vent molt suau","Feiners",14.4,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20373",2021,"Zona urbana","16/02/2021","SE",999999,"VILADECANS","Baix Llobregat","Barcelona",0,1,1,2,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Envestida (frontal lateral)",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",10.49,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20374",2021,"Zona urbana","08/07/2021","SE",999999,"OLESA DE MONTSERRAT","Baix Llobregat","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Sortida de via amb bolcada",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",19.44,"Tarda","Sortida de la calcada sense especificar","dill-dij"
"20375",2021,"Zona urbana","12/11/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,1,3,4,2,0,0,0,0,1,1,0,0,100,"No","Si","Sense Especificar","Carril bus","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","Alba o capvespre",NA,"Un sol sentit","Envestida (frontal lateral)",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",6.05,"Matí","Col.lisió de vehicles en marxa","div"
"20376",2021,"Zona urbana","02/12/2021","SE",999999,"SANT CUGAT DEL VALLES","Valles Occidental","Barcelona",0,1,0,1,1,0,0,0,0,0,0,1,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Caiguda en la via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",14.25,"Tarda","Bolcada a la calcada","dill-dij"
"20377",2021,"Zona urbana","18/11/2021","SE",999999,"CALELLA","Maresme","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Altres",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",13.18,"Matí","Altres","dill-dij"
"20378",2021,"Zona urbana","27/12/2021","SE",999999,"SANT ANFREU DE LA BARCA","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",14.18,"Tarda","Atropellament","dill-dij"
"20379",2021,"Zona urbana","16/11/2021","SE",999999,"HOSPITALET DE LLOBREGAT","Barcelones","Barcelona",0,1,0,1,1,0,0,0,0,0,0,1,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Caiguda en la via",NA,"Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",14.1,"Tarda","Bolcada a la calcada","dill-dij"
"20380",2021,"Carretera","29/08/2021","C-15z",19.6,"VILAFRANCA DEL PENEDES","Alt Penedes","Barcelona",0,1,0,1,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",1.24,"Nit","Col.lisió de vehicles en marxa","dg"
"20381",2021,"Carretera","23/07/2021","AP-7",48.6,"CERVIA DE TER","Girones","Girona",0,1,0,1,2,0,0,0,0,2,0,0,0,120,"No","No n'hi ha","Desmunt","No n'hi ha","Accident trànsit anterior","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","Si","No","No","En secció","Senyal velocitat","De nit, sense llum artificial",NA,"Un sol sentit","Xoc contra objecte/obstacle sense sortida prèvia de via",NA,"Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","Feiners",1.31,"Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"20382",2021,"Carretera","24/10/2021","C-13",21.6,"TERMENS","Noguera","Lleida",0,1,1,2,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","Alba o capvespre",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana",7.52,"Matí","Col.lisió de vehicles en marxa","dg"
"20383",2021,"Carretera","15/12/2021","GI-614",2.3,"ROSES","Alt Emporda","Girona",0,2,0,2,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Col·lisió frontal","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Municipal","Pla","Calma, vent molt suau","Feiners",13.01,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20384",2021,"Carretera","17/07/2021","C-63",5.9,"VIDRERES","Selva","Girona",2,5,3,10,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",23.46,"Nit","Col.lisió de vehicles en marxa","dis"
