"","Any","zona","dat","via","pk","nomMun","nomCom","nomDem","F_MORTS","F_FERITS_GREUS","F_FERITS_LLEUS","F_VICTIMES","F_UNITATS_IMPLICADES","F_VIANANTS_IMPLICADES","F_BICICLETES_IMPLICADES","F_CICLOMOTORS_IMPLICADES","F_MOTOCICLETES_IMPLICADES","F_VEH_LLEUGERS_IMPLICADES","F_VEH_PESANTS_IMPLICADES","F_ALTRES_UNIT_IMPLICADES","F_UNIT_DESC_IMPLICADES","C_VELOCITAT_VIA","D_ACC_AMB_FUGA","D_BOIRA","D_CARACT_ENTORN","D_CARRIL_ESPECIAL","D_CIRCULACIO_MESURES_ESP","D_CLIMATOLOGIA","D_FUNC_ESP_VIA","D_GRAVETAT","D_INFLUIT_BOIRA","D_INFLUIT_CARACT_ENTORN","D_INFLUIT_CIRCULACIO","D_INFLUIT_ESTAT_CLIMA","D_INFLUIT_INTEN_VENT","D_INFLUIT_LLUMINOSITAT","D_INFLUIT_MESU_ESP","D_INFLUIT_OBJ_CALCADA","D_INFLUIT_SOLCS_RASES","D_INFLUIT_VISIBILITAT","D_INTER_SECCIO","D_LIMIT_VELOCITAT","D_LLUMINOSITAT","D_REGULACIO_PRIORITAT","D_SENTITS_VIA","D_SUBTIPUS_ACCIDENT","D_SUBTIPUS_TRAM","D_SUBZONA","D_SUPERFICIE","D_TIPUS_VIA","D_TITULARITAT_VIA","D_TRACAT_ALTIMETRIC","D_VENT","grupDiaLab","hor","grupHor","tipAcc","tipDia"
"20000",2021,"Carretera","09/08/2021","N-260",238.9,"RIBERA D'URGELLET","Alt Urgell","Lleida",0,1,0,1,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Caiguda en la via",NA,"Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","Feiners",9.57,"Matí","Bolcada a la calcada","dill-dij"
"20001",2021,"Zona urbana","14/10/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,0,1,0,0,100,"No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Fregament o col·lisió lateral",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",9,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20002",2021,"Carretera","26/10/2021","BV-5151",6.5,"FRANQUESES DEL VALLE","Valles Oriental","Barcelona",0,2,1,3,3,0,0,1,0,0,2,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners",16.5,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20003",2021,"Carretera","04/09/2021","N-340",1157,"TARRAGONA","Tarragones","Tarragona",0,1,1,2,2,0,0,0,0,2,0,0,0,50,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar",NA,"Doble sentit","Fregament o col·lisió lateral",NA,"Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana",19.41,"Tarda","Col.lisió de vehicles en marxa","dis"
"20004",2021,"Carretera","09/10/2021","CR",0,"FORALLAC","Baix Emporda","Girona",0,1,1,2,3,0,2,0,0,0,0,1,0,100,"No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Mullat","Altres","Altres","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",11.59,"Matí","Col.lisió de vehicles en marxa","dis"
"20005",2021,"Zona urbana","04/11/2021","SE",999999,"TARRAGONA","Tarragones","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",9.25,"Matí","Atropellament","dill-dij"
"20006",2021,"Zona urbana","18/01/2021","SE",999999,"CERDANYOLA DEL VALLES","Valles Occidental","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,40,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Sols marques viàries (inclou pas vianants)","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Sense especificar","Calma, vent molt suau","Feiners",21.01,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20007",2021,"Zona urbana","01/07/2021","SE",999999,"BADALONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Sense especificar","Calma, vent molt suau","Feiners",22.44,"Nit","Col.lisió de vehicles en marxa","dill-dij"
"20008",2021,"Zona urbana","07/01/2021","SE",999999,"REUS","Baix Camp","Tarragona",0,1,0,1,2,0,0,1,0,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Envestida (frontal lateral)",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",20.5,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20009",2021,"Zona urbana","16/02/2021","SE",999999,"TERRASSA","Valles Occidental","Barcelona",0,1,0,1,1,0,0,0,0,0,0,1,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient",NA,"Sense especificar","Xoc contra objecte/obstacle sense sortida prèvia de via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",21.5,"Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
"20010",2021,"Zona urbana","28/07/2021","SE",999999,"HOSPITALET DE LLOBREGAT","Barcelones","Barcelona",1,0,0,1,2,0,0,0,1,0,1,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","Sense especificar","Sense especificar","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Sense especificar","Caiguda en la via",NA,"Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",14.52,"Tarda","Bolcada a la calcada","dill-dij"
"20011",2021,"Carretera","12/12/2021","GI-664",0.9,"CASSA DE LA SELVA","Girones","Girona",0,1,0,1,2,0,0,0,1,1,0,0,0,999,"No","No n'hi ha","Sense Especificar",NA,"No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Fregament o col·lisió lateral",NA,"Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","CapDeSetmana",17.4,"Tarda","Col.lisió de vehicles en marxa","dg"
"20012",2021,"Carretera","15/03/2021","LV-4241",9,"LLADURS","Solsones","Lleida",0,1,0,1,1,0,0,0,1,0,0,0,0,999,"No","No n'hi ha","Sense Especificar",NA,"No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Altres",NA,"Carretera","Sec i net","Carretera convencional","Altres","Sense especificar","Calma, vent molt suau","Feiners",13.49,"Matí","Altres","dill-dij"
"20013",2021,"Carretera","15/05/2021","GI-555",10.8,"MASSANES","Selva","Girona",0,1,0,1,1,0,0,0,1,0,0,0,0,60,"No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",11.21,"Matí","Sortida de la calcada sense especificar","dis"
"20014",2021,"Carretera","04/09/2021","C-1412a",39.8,"CALAF","Anoia","Barcelona",0,1,2,3,2,0,0,0,0,2,0,0,0,90,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",18.56,"Tarda","Col.lisió de vehicles en marxa","dis"
"20015",2021,"Zona urbana","23/11/2021","SE",999999,"REUS","Baix Camp","Tarragona",0,1,0,1,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Fregament o col·lisió lateral",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",12.1,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20016",2021,"Zona urbana","10/09/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,1,0,1,1,0,0,0,0,0,1,0,0,100,"No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient",NA,"Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",4,"Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"20017",2021,"Zona urbana","20/11/2021","SE",999999,"MOLLET DEL VALLES","Valles Oriental","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",10.48,"Matí","Atropellament","dis"
"20018",2021,"Carretera","15/08/2021","C-233",59.2,"JUNEDA","Garrigues","Lleida",0,2,0,2,1,0,0,0,0,1,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana",7.04,"Matí","Sortida de la calcada sense especificar","dg"
"20019",2021,"Carretera","12/10/2021","LV-5004",2.8,"ESPOT","Pallars Sobira","Lleida",0,1,1,2,1,0,0,0,1,0,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Caiguda en la via",NA,"Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Vent moderat","Feiners",14.56,"Tarda","Bolcada a la calcada","dill-dij"
"20020",2021,"Zona urbana","10/04/2021","SE",999999,"PRAT DE LLOBREGAT, E","Baix Llobregat","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","Si","En secció","Genérica via","De dia, dia clar",NA,NA,"Envestida (frontal lateral)",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",16.21,"Tarda","Col.lisió de vehicles en marxa","dis"
"20021",2021,"Zona urbana","29/03/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,1,0,1,2,1,0,0,0,0,0,1,0,100,"No","Si","Sense Especificar","Carril bici","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",9.4,"Matí","Atropellament","dill-dij"
"20022",2021,"Zona urbana","08/07/2021","GI-682",11.6,"LLORET DE MAR","Selva","Girona",0,1,0,1,1,0,0,0,1,0,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Caiguda en la via",NA,"Travessera","Sec i net","Carretera convencional",NA,NA,"Calma, vent molt suau","Feiners",13.55,"Matí","Bolcada a la calcada","dill-dij"
"20023",2021,"Carretera","02/10/2021","A-2",460.6,"LLEIDA","Segria","Lleida",1,0,0,1,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Fregament o col·lisió lateral",NA,"Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana",16.11,"Tarda","Col.lisió de vehicles en marxa","dis"
"20024",2021,"Carretera","07/05/2021","N-II",492.6,"CASTELLNOU DE SEANA","Pla d'Urgell","Lleida",1,1,0,2,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana",19.21,"Tarda","Col.lisió de vehicles en marxa","div"
"20025",2021,"Zona urbana","17/07/2021","SE",999999,"CORNELLA DE LLOBREGAT","Baix Llobregat","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Sense especificar","Caiguda en la via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Sense especificar","Calma, vent molt suau","CapDeSetmana",9.15,"Matí","Bolcada a la calcada","dis"
"20026",2021,"Zona urbana","19/06/2021","SE",999999,"SETCASES","Ripolles","Girona",0,1,0,1,2,0,1,0,0,1,0,0,0,999,"No","No n'hi ha","Sense Especificar",NA,"No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Col·lisió frontal",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","CapDeSetmana",12.15,"Matí","Col.lisió de vehicles en marxa","dis"
"20027",2021,"Zona urbana","22/10/2021","SE",999999,"LLEIDA","Segria","Lleida",0,1,0,1,2,1,0,0,0,1,0,0,0,NA,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",10.06,"Matí","Atropellament","div"
"20028",2021,"Carretera","09/10/2021","TV-3148",0.8,"VILA-SECA","Tarragones","Tarragona",0,1,0,1,2,0,0,1,0,1,0,0,0,40,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia fosc","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Giratòria","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana",10.18,"Matí","Col.lisió de vehicles en marxa","dis"
"20029",2021,"Zona urbana","10/12/2021","C-153",61,"OLOT","Garrotxa","Girona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Atropellament",NA,"Travessera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","Feiners",12.03,"Matí","Atropellament","div"
"20030",2021,"Zona urbana","07/07/2021","SE",999999,"BARCELONA","Barcelones","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,30,"No","Si","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar",NA,"Doble sentit","Caiguda en la via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",18.1,"Tarda","Bolcada a la calcada","dill-dij"
"20031",2021,"Zona urbana","08/12/2021","SE",999999,"CASTELLDEFELS","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","Si","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Vent fort","Feiners",15.48,"Tarda","Atropellament","dill-dij"
"20032",2021,"Zona urbana","23/08/2021","SE",999999,"SANTA COLOMA DE GRAMANET","Barcelones","Barcelona",0,1,0,1,1,0,0,0,1,0,0,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Sense especificar","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Sense especificar","Sortida de via amb xoc o col·lisió",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",19.3,"Tarda","Sortida de la calcada sense especificar","dill-dij"
"20033",2021,"Carretera","01/11/2021","C-153",50.4,"VALL D'EN BAS, LA","Garrotxa","Girona",1,1,1,3,2,0,0,0,0,2,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia fosc",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",9.42,"Matí","Col.lisió de vehicles en marxa","dill-dij"
"20034",2021,"Zona urbana","16/07/2021","SE",999999,"ALCANAR","Montsia","Tarragona",0,1,0,1,2,1,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","Alba o capvespre",NA,"Doble sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",20.45,"Tarda","Atropellament","div"
"20035",2021,"Zona urbana","21/10/2021","SE",999999,"SANT BOI DE LLOBREGAT","Baix Llobregat","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,30,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De dia, dia clar",NA,"Un sol sentit","Atropellament",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",8.2,"Matí","Atropellament","dill-dij"
"20036",2021,"Zona urbana","06/06/2021","SE",999999,"TARRAGONA","Tarragones","Tarragona",0,1,0,1,1,0,0,0,0,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Un sol sentit","Altres",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","CapDeSetmana",16.35,"Tarda","Altres","dg"
"20037",2021,"Zona urbana","25/03/2021","SE",999999,"TERRASSA","Valles Occidental","Barcelona",0,1,0,1,2,1,0,0,0,1,0,0,0,30,"Si","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Si","No","No","No","Si","No","No","No","No","Arribant o eixint intersecció fins 50m","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",21.36,"Tarda","Atropellament","dill-dij"
"20038",2021,"Carretera","30/06/2021","C-16",128.9,"URUS","Cerdanya","Girona",1,0,1,2,2,0,0,0,0,1,1,0,0,80,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial suficient",NA,"Doble sentit","Col·lisió frontal",NA,"Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners",19.57,"Tarda","Col.lisió de vehicles en marxa","dill-dij"
"20039",2021,"Zona urbana","22/08/2021","SE",999999,"LLEIDA","Segria","Lleida",0,1,2,3,1,0,0,0,0,1,0,0,0,100,"No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial insuficient","Senyal Stop o cedeix pas","Doble sentit","Resta sortides de via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","CapDeSetmana",1.25,"Nit","Sortida de la calcada sense especificar","dg"
"20040",2021,"Zona urbana","16/01/2021","SE",999999,"SEU D'URGELL, LA","Alt Urgell","Lleida",0,1,3,4,2,0,0,0,0,2,0,0,0,NA,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Col·lisió frontal",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","CapDeSetmana",11.25,"Matí","Col.lisió de vehicles en marxa","dis"
"20041",2021,"Carretera","10/09/2021","C-35",59.2,"SANT CELONI","Valles Oriental","Barcelona",1,0,1,2,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,NA,"Envestida (frontal lateral)",NA,"Carretera","Sec i net","Carretera convencional",NA,NA,"Calma, vent molt suau","Feiners",13.4,"Matí","Col.lisió de vehicles en marxa","div"
"20042",2021,"Zona urbana","15/04/2021","SE",999999,"TERRASSA","Valles Occidental","Barcelona",0,1,0,1,1,0,1,0,0,0,0,0,0,NA,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Caiguda en la via",NA,"Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,"Sense especificar","Calma, vent molt suau","Feiners",9.15,"Matí","Bolcada a la calcada","dill-dij"
"20043",2021,"Zona urbana","29/10/2021","SE",999999,"RUBI","Valles Occidental","Barcelona",0,1,0,1,2,0,0,0,1,1,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Doble sentit","Altres","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)",NA,NA,"Calma, vent molt suau","Feiners",13.09,"Matí","Altres","div"
"20044",2021,"Zona urbana","04/07/2021","SE",999999,"BELLVEI","Baix Penedes","Tarragona",0,1,0,1,1,0,0,1,0,0,0,0,0,100,"No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Resta sortides de via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","CapDeSetmana",19.04,"Tarda","Sortida de la calcada sense especificar","dg"
"20045",2021,"Carretera","31/03/2021","CR",1.5,"CASTELL DE MUR","Pallars Jussa","Lleida",0,1,0,1,1,0,0,0,0,1,0,0,0,100,"No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar",NA,"Doble sentit","Resta sortides de via",NA,"Carretera","Mullat","Altres","Altres","Rampa o pendent","Calma, vent molt suau","Feiners",18.37,"Tarda","Sortida de la calcada sense especificar","dill-dij"
